date,Australia,Belgium,Brazil,Canada,Czech Republic,Denmark,Estonia,Finland,France,Germany,Ireland,Italy,Japan,Luxembourg,Mexico,Netherlands,New Zealand,Norway,Philippines,Singapore,Slovakia,Spain,Sweden,Switzerland,Taiwan,United Kingdom,United States
2020/7/24,-15,-21,-34,-17,0,5,1,-7,-11,-8,-26,-10,-2,-19,-41,-1,-3,1,-51,-25,-7,-21,1,-11,1,-32,-17
2020/7/25,-15,-30,-38,-18,0,0,-3,-9,-19,-17,-28,-12,-16,-20,-42,-15,6,-8,-50,-20,-5,-31,-4,-18,0,-40,-19
2020/7/26,-20,-21,-47,-12,11,9,8,3,-1,-7,-26,-13,-18,-17,-47,4,0,-1,-56,-26,7,-28,4,-9,2,-33,-17
2020/7/27,-19,-6,-33,-10,10,26,12,5,-1,1,-13,-2,-13,-10,-41,11,-12,19,-47,-29,8,-11,20,-6,-2,-29,-14
2020/7/28,-19,-7,-35,-10,5,27,8,0,0,-1,-13,-2,-10,-12,-38,16,-12,12,-48,-26,1,-14,13,-8,-7,-26,-14
2020/7/29,-17,-13,-34,-9,11,22,11,0,-7,5,-16,-4,-12,-12,-36,12,-9,10,-51,-28,4,-13,11,-8,-5,-25,-13
2020/7/30,-18,-12,-34,-7,7,23,8,-1,-8,1,-15,-4,-11,-13,-32,9,-5,8,-47,-19,3,-14,9,-10,-2,-23,-13
2020/7/31,-15,-29,-30,-13,-2,15,3,-2,-15,-6,-21,-7,-14,-22,-34,-9,0,-2,-52,-22,-4,-21,-4,-15,1,-29,-14
2020/8/1,-15,-31,-32,-17,-6,4,-3,-7,-21,-19,-27,-14,-15,-28,-35,-18,7,-12,-51,-18,-5,-28,-10,-57,-1,-36,-17
2020/8/2,-15,-13,-42,-13,6,19,5,-3,1,-5,-21,-13,-15,-17,-39,-2,-1,0,-55,-22,9,-25,1,-21,0,-28,-16
2020/8/3,-19,-4,-28,-17,2,27,10,7,7,6,-11,-2,-12,-13,-32,10,-10,14,-39,-25,4,-5,12,-4,-15,-15,-12
2020/8/4,-21,1,-28,-12,6,26,7,6,5,5,-10,4,-8,-14,-32,21,-7,11,-55,-25,4,-9,9,-3,-9,-19,-13
2020/8/5,-19,-7,-25,-7,13,22,18,6,-3,6,-15,2,-9,-18,-31,10,-5,6,-54,-25,6,-9,7,-7,-4,-16,-11
2020/8/6,-23,-10,-24,-8,9,19,12,0,-4,-2,-14,2,-9,-19,-32,0,-5,6,-55,-25,7,-11,3,-9,-1,-23,-13
2020/8/7,-24,-23,-21,-16,-3,6,8,-2,-13,-10,-21,-4,-11,-26,-34,-12,-2,-2,-59,-18,-2,-20,-9,-14,2,-28,-15
2020/8/8,-22,-33,-21,-16,-5,-2,2,-6,-22,-23,-31,-13,-14,-33,-36,-27,7,-12,-56,-15,-2,-28,-15,-20,3,-35,-17
2020/8/9,-26,-26,-39,-11,6,13,12,1,1,-9,-29,-12,-12,-27,-39,-14,0,5,-65,-21,12,-24,-4,-10,4,-28,-15
2020/8/10,-23,-6,-25,-8,4,17,16,4,4,-1,-15,5,8,-18,-32,5,-9,7,-52,-15,8,-6,5,-9,-8,-11,-14
2020/8/11,-24,-7,-27,-11,13,16,13,-1,0,-3,-15,5,3,-19,-32,4,-11,4,-53,-25,8,-12,2,-7,-8,-13,-13
2020/8/12,-22,-13,-27,-9,11,13,13,-3,-9,-1,-17,3,3,-22,-32,-1,-18,5,-54,-26,9,-9,2,-11,-5,-14,-13
2020/8/13,-22,-14,-28,-8,8,11,7,-5,-6,-5,-17,3,8,-21,-31,-6,-30,5,-55,-27,8,-11,0,-9,-2,-24,-14
2020/8/14,-21,-15,-26,-14,-1,3,3,-5,-11,-6,-22,-3,1,-24,-31,-7,-25,0,-54,-23,3,-20,-7,-10,-1,-26,-16
2020/8/15,-20,-48,-30,-15,7,-4,-1,-8,-30,-20,-28,-37,-14,-58,-31,-15,-26,-9,-54,-17,7,-36,-14,-22,-3,-33,-18
2020/8/16,-23,-17,-40,-10,19,9,11,-1,0,1,-27,-14,-19,-21,-33,-9,-30,-2,-61,-22,18,-24,-7,-9,4,-29,-16
2020/8/17,-22,4,-30,-10,9,10,12,-3,3,-1,-16,3,-11,-16,-30,5,-31,5,-52,-27,8,-8,-1,-7,0,-9,-15
2020/8/18,-24,-2,-31,-10,11,8,12,-5,1,-1,-13,5,-9,-20,-30,10,-30,1,-54,-25,8,-12,-2,-7,-4,-11,-14
2020/8/19,-23,-9,-29,-10,12,7,17,-5,-9,2,-22,0,-12,-22,-31,4,-31,3,-50,-27,7,-16,-3,-9,-7,-15,-14
2020/8/20,-23,-10,-31,-7,9,4,-9,-7,-9,-6,-22,-2,-11,-24,-31,1,-29,1,-48,-26,10,-16,-2,-11,-5,-19,-14
2020/8/21,-20,-16,-32,-15,-4,0,0,-6,-14,-12,-23,-9,-15,-28,-33,-3,-25,-7,-53,-20,1,-25,-7,-14,-3,-26,-16
2020/8/22,-22,-22,-32,-15,-4,-4,-8,-14,-22,-17,-27,-18,-15,-29,-34,-14,-21,-6,-51,-18,-1,-33,-8,-15,-8,-31,-17
2020/8/23,-22,-19,-40,-10,16,5,3,-4,-2,-2,-25,-17,-17,-21,-36,-4,-28,-11,-56,-24,13,-28,-5,-7,1,-26,-16
2020/8/24,-22,-2,-27,-9,9,6,10,-7,-2,-3,-12,-1,-13,-18,-33,5,-30,2,-46,-24,9,-13,-3,-8,-1,-3,-16
2020/8/25,-23,-3,-27,-10,14,7,9,-7,-3,-3,-20,1,-7,-17,-33,3,-28,1,-46,-24,8,-16,4,-4,-2,-13,-15
2020/8/26,-21,-9,-25,-9,9,4,13,-4,-9,-7,-13,-3,-11,-20,-32,-6,-25,0,-48,-25,7,-17,0,-8,-13,-3,-14
2020/8/27,-22,-5,-27,-7,8,4,9,-6,-8,-3,-17,-3,-12,-17,-32,2,-27,-1,-48,-24,7,-17,2,-8,-15,-21,-16
2020/8/28,-18,-12,-24,-14,1,1,4,-6,-12,-6,-20,-9,-14,-22,-31,-6,-21,-3,-49,-19,3,-24,-2,-14,-2,-20,-17
2020/8/29,-18,-16,-25,-16,-2,-3,1,-10,-18,-12,-23,-17,-13,-23,-31,-11,-20,-8,-47,-16,-30,-32,-5,-15,-4,-27,-17
2020/8/30,-21,-20,-33,-7,7,10,9,-11,-8,-9,-21,-15,-14,-4,-33,-9,-25,-7,-53,-18,20,-27,0,-26,-2,-15,-15
2020/8/31,-22,9,-27,-7,8,16,17,-5,0,2,-9,-7,-13,-10,-29,2,-11,1,-47,-21,18,-10,-2,-8,-10,3,-15
2020/9/1,-22,0,-26,-8,9,14,21,-1,-3,0,-12,0,-11,-16,-27,3,-13,0,-44,-22,-60,-14,-3,-7,-7,-15,-12
2020/9/2,-21,-4,-22,-10,7,8,6,-3,-10,3,-21,-4,-15,-20,-29,3,-11,-2,-47,-24,13,-14,-5,-9,-15,-20,-13
2020/9/3,-21,-12,-22,-8,5,8,2,-7,-11,-5,-18,-3,-13,-17,-29,-13,-9,-3,-48,-21,5,-15,-6,-9,-13,-20,-11
2020/9/4,-18,-13,-18,-11,0,7,3,-4,-10,-4,-21,-6,-13,-20,-32,-5,-5,-4,-49,-16,2,-20,-6,-9,-5,-21,-13
2020/9/5,-15,-14,-17,-13,0,1,-5,-7,-13,-10,-24,-10,-12,-23,-32,-10,0,-8,-47,-17,-1,-27,-5,-12,-2,-26,-15
2020/9/6,-18,-8,-26,-2,6,10,3,-8,-2,5,-22,-11,-20,-14,-34,-3,-3,-13,-53,-18,1,-25,-6,-13,2,-21,-13
2020/9/7,-21,-4,-44,-33,3,7,5,-3,-5,2,-15,-4,-22,-12,-31,-1,-13,-3,-46,-18,5,-11,-5,-8,-6,-17,-16
2020/9/8,-22,-7,-21,-9,9,7,5,-8,-7,0,-18,0,-9,-11,-31,-1,-11,-2,-44,-19,6,-16,-8,-6,-8,-19,-16
2020/9/9,-21,-7,-21,-12,7,1,5,-6,-12,1,-19,-4,-12,-16,-31,-5,-11,-4,-48,-20,5,-15,-10,-9,-11,-20,-16
2020/9/10,-21,-9,-20,-10,1,5,4,-6,-12,-2,-20,-3,-10,-13,-31,-5,-11,-2,-47,-20,4,-13,-5,-12,-8,-20,-16
2020/9/11,-18,-12,-19,-14,0,2,1,-5,-12,-2,-21,-5,-12,-16,-32,-4,-5,-2,-48,-16,4,-23,-7,-10,-3,-22,-17
2020/9/12,-18,-15,-20,-12,1,-3,-4,-11,-15,-8,-23,-8,-12,-16,-31,-10,2,-5,-46,-14,1,-26,-10,-11,-4,-27,-16
2020/9/13,-18,-5,-28,-12,12,5,3,-5,-2,15,-23,-10,-11,-5,-32,3,-3,-17,-50,-21,13,-27,-8,-1,2,-21,-16
2020/9/14,-18,-4,-23,-11,3,7,4,-5,-10,0,-17,-2,-11,-5,-27,2,-10,-1,-44,-21,19,-12,-7,-9,-6,-17,-16
2020/9/15,-19,-7,-23,-11,8,8,3,-4,-10,-1,-16,-1,-5,-6,-24,4,-8,1,-44,-20,-39,-16,-7,-8,-8,-19,-14
2020/9/16,-18,-8,-23,-13,5,2,3,-7,-15,0,-20,-4,-9,-17,-41,-3,-6,-1,-44,-22,6,-18,-9,-11,-10,-21,-15
2020/9/17,-20,-11,-24,-12,0,3,-6,-13,-15,-4,-19,-5,-10,-12,-30,-7,-7,0,-46,-23,2,-19,-7,-11,-8,-20,-16
2020/9/18,-17,-14,-21,-14,-3,-1,-3,-5,-14,-4,-20,-6,-11,-16,-33,-7,-6,-1,-47,-17,1,-25,-4,-11,-6,-22,-15
2020/9/19,-16,-16,-21,-13,-1,-6,-6,-8,-19,-9,-29,-8,-8,-14,-31,-10,2,-6,-45,-13,-3,-28,-4,-13,-2,-27,-13
2020/9/20,-19,-7,-33,-8,11,3,-3,-6,-10,14,-28,-8,-3,-8,-33,3,1,-11,-49,-18,8,-29,-7,-6,-2,-22,-14
2020/9/21,-17,-7,-27,-13,1,1,0,-7,-12,-2,-19,-6,21,-11,-32,0,-8,-3,-44,-20,5,-17,-7,-14,-6,-17,-16
2020/9/22,-19,-9,-31,-15,4,0,-1,-8,-13,-4,-24,-7,12,-11,-33,2,-7,-2,-46,-20,0,-20,-7,-10,-8,-22,-15
2020/9/23,-18,-14,-28,-17,-3,-4,-1,-7,-18,-5,-23,-9,-14,-19,-34,-8,-6,-7,-50,-22,-5,-23,-8,-14,-10,-27,-15
2020/9/24,-19,-18,-28,-15,-4,-4,-2,-10,-20,-10,-26,-10,-15,-18,-34,-12,-5,-8,-50,-23,-4,-24,-8,-15,-13,-26,-16
2020/9/25,-18,-23,-25,-17,-15,-13,-6,-7,-19,-12,-24,-14,-15,-20,-35,-12,0,-6,-50,-18,-12,-26,0,-14,-8,-25,-16
2020/9/26,-17,-23,-26,-14,-21,-10,-9,-11,-20,-19,-26,-11,-12,-18,-33,-12,4,-11,-48,-14,-15,-30,0,-13,-12,-28,-15
2020/9/27,-16,-26,-33,-11,4,0,-4,-9,-24,-14,-27,-20,-9,-25,-35,-11,-6,-19,-51,-16,-6,-33,0,-18,-10,-25,-15
2020/9/28,-15,-19,-31,-16,-59,-5,-5,-8,-16,-7,-21,-10,-7,-15,-34,-12,-3,-3,-46,-21,-9,-20,-6,-9,-13,-19,-17
2020/9/29,-16,-10,-28,-16,-5,-1,-5,-11,-14,-8,-22,-5,-4,-13,-33,-7,-3,-4,-47,-22,-8,-22,-6,-9,-6,-22,-16
2020/9/30,-16,-10,-24,-15,-4,7,-1,-6,-16,0,-28,-8,-5,-18,-29,-10,1,-2,-45,-21,-10,-22,-5,-9,-3,-26,-14
2020/10/1,-15,-17,-24,-15,-7,4,-2,-7,-19,-6,-26,-9,-9,-18,-29,-21,1,-4,-46,-22,-15,-23,-6,-13,7,-23,-13
2020/10/2,-14,-17,-20,-20,-10,0,-6,-6,-21,0,-26,-14,-11,-20,-31,-15,2,-6,-48,-18,-15,-29,-5,-13,3,-30,-14
2020/10/3,-16,-15,-21,-16,-10,-1,-9,-11,-18,-51,-28,-13,-9,-11,-30,-23,6,-12,-46,-13,-20,-28,-5,-12,-10,-34,-13
2020/10/4,-15,-17,-30,-16,-3,9,-10,-14,-21,0,-41,-15,-10,-20,-31,-19,5,-25,-49,-16,-13,-34,-11,-12,-6,-31,-14
2020/10/5,-19,-12,-23,-17,-14,5,5,-9,-15,-3,-20,-11,-11,-18,-31,-18,2,-1,-45,-20,-11,-20,-8,-11,-13,-24,-15
2020/10/6,-17,-14,-20,-18,-8,5,0,-12,-14,-7,-21,-8,-6,-18,-32,-16,1,-3,-45,-20,-11,-22,-12,-10,-10,-26,-15
2020/10/7,-18,-12,-17,-20,-10,1,3,-10,-17,-6,-34,-12,-10,-20,-35,-16,2,-4,-49,-21,-13,-23,-9,-13,-11,-24,-15
2020/10/8,-19,-20,-18,-16,-10,0,3,-14,-18,-11,-32,-10,-15,-19,-32,-26,3,-5,-49,-23,-12,-20,-10,-12,-3,-27,-15
2020/10/9,-16,-20,-18,-19,-17,0,-1,-13,-17,-10,-34,-11,-17,-20,-34,-17,4,-6,-49,-14,-13,-25,-8,-14,10,-28,-16
2020/10/10,-15,-19,-12,-21,-28,-2,-1,-17,-18,-13,-37,-12,-17,-14,-32,-24,7,-13,-47,-12,-19,-29,-9,-18,-5,-31,-16
2020/10/11,-16,-26,-18,-21,-22,11,3,-19,-22,-14,-39,-24,-8,-20,-34,-24,3,-18,-54,-16,-21,-24,-10,-21,-3,-27,-16
2020/10/12,-17,-16,-34,-43,-20,16,1,-8,-16,-6,-30,-15,-10,-16,-34,-11,-7,-2,-48,-20,-19,-32,-12,-14,-10,-27,-17
2020/10/13,-19,-19,-21,-22,-14,19,0,-9,-17,-6,-31,-11,-7,-14,-32,-8,-5,-2,-46,-20,-24,-24,-11,-11,-13,-29,-17
2020/10/14,-17,-17,-20,-20,-42,12,2,-7,-20,-8,-33,-15,-8,-19,-30,-13,-1,-2,-51,-21,-20,-26,-11,-15,-10,-27,-14
2020/10/15,-18,-22,-21,-20,-37,14,1,-7,-20,-11,-32,-19,-6,-18,-27,-29,-1,-2,-45,-21,-30,-25,-10,-17,-9,-27,-15
2020/10/16,-15,-22,-20,-22,-43,3,-2,-10,-18,-12,-34,-16,-7,-19,-30,-29,5,-2,-45,-16,-37,-29,-10,-17,-6,-27,-17
2020/10/17,-15,-20,-18,-18,-48,-3,-5,-19,-23,-18,-37,-17,-11,-18,-29,-35,10,-5,-43,-12,-39,-34,-8,-19,-4,-33,-14
2020/10/18,-17,-23,-26,-19,-43,6,-3,-19,-15,-19,-38,-20,-4,-25,-30,-39,1,-16,-47,-16,-36,-38,-12,-22,0,-30,-16
2020/10/19,-16,-33,-28,-22,-37,-1,0,-11,-14,-7,-26,-16,-11,-16,-32,-20,-7,0,-44,-19,-28,-28,-9,-17,-10,-26,-18
2020/10/20,-17,-35,-23,-19,-35,1,3,-11,-16,-11,-18,-15,-2,-17,-31,-20,-5,-5,-50,-20,-30,-33,-11,-16,-11,-28,-17
2020/10/21,-16,-35,-20,-22,-26,-5,3,-13,-20,-8,-14,-16,-6,-21,-31,-26,-2,-3,-46,-20,-30,-31,-11,-20,-14,-31,-16
2020/10/22,-15,-38,-20,-19,-53,-2,-1,-15,-18,-11,-51,-17,-8,-19,-30,-24,2,-2,-45,-21,-27,-32,-10,-21,-14,-26,-16
2020/10/23,-14,-41,-19,-22,-56,-4,-5,-12,-21,-16,-50,-20,-11,-22,-32,-25,5,-2,-46,-16,-21,-30,-4,-24,-8,-28,-17
2020/10/24,-16,-42,-20,-19,-61,-7,-8,-18,-27,-21,-59,-25,-3,-22,-31,-33,9,-5,-43,-11,-72,-36,-5,-19,-1,-38,-16
2020/10/25,-17,-51,-26,-18,-57,-2,-5,-17,-20,-18,-57,-28,-3,-19,-31,-39,11,-26,-50,-14,-72,-42,-6,-18,-2,-29,-18
2020/10/26,-18,-34,-24,-21,-50,-6,-5,-12,-15,-15,-51,-26,-6,-19,-33,-22,4,-4,-49,-19,-54,-28,0,-24,-8,-21,-19
2020/10/27,-19,-35,-22,-22,-45,-4,-5,-13,-15,-14,-45,-21,-3,-21,-33,-23,-6,-5,-42,-19,-55,-30,1,-17,-9,-27,-17
2020/10/28,-12,-36,-20,-19,-76,-5,-3,-10,-13,-11,-49,-23,-5,-25,-31,-29,-2,-6,-44,-21,-54,-31,-2,-22,-11,-23,-16
2020/10/29,-12,-37,-21,-17,-54,-7,-5,-11,9,-13,-51,-24,-6,-21,-28,-32,-2,-6,-44,-20,-57,-29,-1,-24,-10,-27,-17
2020/10/30,-9,-35,-21,-20,-59,-6,-7,-9,-62,-10,-48,-26,-7,-26,-29,-31,2,-9,-43,-15,-60,-34,-9,-22,-4,-26,-14
2020/10/31,-9,-35,-18,-19,-61,-7,-8,-26,-68,-30,-58,-29,-5,-26,-30,-32,7,-12,-39,-13,-53,-40,-21,-23,-2,-38,-16
2020/11/1,-10,-52,-23,-21,-79,1,-8,-21,-65,-27,-65,-38,-5,-47,-34,-42,2,-31,-68,-14,-73,-40,-19,-37,0,-29,-18
2020/11/2,-8,-57,-43,-22,-50,-7,-6,-12,-52,-24,-48,-24,-5,-20,-33,-27,-5,-11,-48,-21,-40,-35,-19,-20,-11,-17,-17
2020/11/3,-11,-52,-22,-23,-51,-2,-6,-11,-53,-27,-44,-24,16,-20,-29,-24,-2,-8,-42,-19,-39,-33,-16,-26,-13,-17,-11
2020/11/4,-14,-53,-19,-23,-52,-8,-6,-11,-57,-27,-46,-23,-10,-24,-30,-25,-1,-12,-44,-22,-41,-36,-20,-28,-13,-11,-18
2020/11/5,-16,-52,-18,-20,-51,-7,-2,-13,-55,-29,-47,-23,-8,-21,-30,-32,-4,-14,-43,-20,-38,-36,-19,-30,-10,-54,-18
2020/11/6,-10,-56,-14,-22,-53,-8,-2,-9,-55,-30,-47,-40,-11,-24,-32,-31,2,-16,-44,-15,-39,-38,-18,-29,-8,-55,-18
2020/11/7,-7,-59,-10,-20,-58,-11,-3,-14,-64,-34,-52,-45,-10,-24,-34,-33,7,-19,-43,-13,-39,-47,-20,-29,-7,-60,-16
2020/11/8,-7,-56,-17,-18,-73,-2,4,-20,-62,-48,-56,-53,-7,-31,-35,-38,2,-35,-44,-13,-36,-48,-18,-40,-2,-60,-17
2020/11/9,-12,-47,-19,-21,-48,-7,-6,-12,-49,-24,-43,-35,-10,-21,-28,-25,-5,-15,-41,-18,-33,-32,-20,-28,-11,-47,-19
2020/11/10,-12,-47,-17,-19,-48,-6,-4,-12,-49,-27,-43,-32,-4,-19,-27,-24,-3,-15,-41,-18,-34,-37,-20,-28,-11,-48,-18
2020/11/11,-12,-67,-18,-25,-48,-8,-4,-11,-74,-26,-50,-38,-6,-20,-27,-26,2,-16,-46,-17,-34,-38,-22,-30,-9,-49,-15
2020/11/12,-11,-50,-17,-21,-49,-7,-7,-13,-54,-30,-45,-38,-7,-21,-26,-33,3,-10,-65,-17,-33,-38,-23,-30,-10,-48,-20
2020/11/13,-8,-56,-15,-23,-49,-8,-10,-9,-54,-28,-45,-39,-9,-22,-24,-32,2,-15,-42,-11,-32,-40,-24,-29,-12,-49,-19
2020/11/14,-6,-57,-11,-21,-54,-9,-12,-12,-63,-32,-53,-45,-6,-18,-24,-35,6,-18,-37,-15,-36,-48,-26,-26,-3,-59,-18
2020/11/15,-7,-65,-4,-25,-72,-1,-10,-16,-66,-48,-56,-66,-6,-32,-23,-48,6,-42,-39,-16,-35,-51,-26,-36,2,-57,-19
2020/11/16,-11,-50,-21,-24,-41,-6,-11,-12,-51,-25,-44,-43,-9,-21,-23,-29,-2,-12,-36,-13,-16,-36,-24,-29,-9,-46,-20
2020/11/17,-13,-49,-22,-25,-63,-6,-11,-13,-51,-28,-42,-40,-6,-19,-26,-26,0,-13,-37,-19,-69,-37,-26,-27,-10,-48,-20
2020/11/18,-9,-47,-22,-25,-44,-8,-10,-11,-55,-27,-45,-41,-8,-24,-26,-24,-1,-15,-39,-19,-24,-38,-25,-29,-12,-49,-19
2020/11/19,-16,-54,-19,-22,-48,-7,-14,-17,-53,-32,-43,-41,-9,-24,-25,-33,3,-12,-39,-20,-27,-37,-26,-32,-10,-48,-19
2020/11/20,-12,-54,-19,-22,-49,-5,-15,-13,-52,-30,-45,-44,-11,-23,-27,-27,6,-10,-39,-14,-29,-40,-22,-29,-6,-50,-20
2020/11/21,-10,-58,-13,-20,-55,-11,-19,-18,-59,-35,-49,-50,-9,-18,-29,-32,9,-16,-35,-13,-30,-44,-32,-25,-5,-56,-20
2020/11/22,-7,-63,-20,-26,-72,1,-16,-20,-60,-57,-50,-63,-6,-27,-29,-35,6,-41,-39,-15,-30,-48,-24,-41,0,-53,-20
2020/11/23,-12,-48,-20,-26,-43,-3,-13,-12,-48,-24,-40,-38,9,-22,-30,-20,-1,-1,-38,-16,-26,-32,-20,-27,-11,-44,-16
2020/11/24,-12,-47,-20,-25,-44,-2,-14,-14,-49,-26,-42,-38,-9,-19,-29,-19,-1,-3,-38,-16,-28,-33,-22,-26,-12,-47,-12
2020/11/25,-9,-48,-17,-28,-45,-3,-14,-14,-53,-25,-40,-38,-9,-18,-28,-19,0,-4,-38,-16,-26,-34,-15,-24,-12,-47,-3
2020/11/26,-8,-51,-17,-22,-46,2,-16,-13,-51,-27,-40,-38,-8,-41,-27,-26,5,-2,-36,-18,-27,-35,-14,-23,-10,-46,-70
2020/11/27,-3,-52,-9,-23,-47,9,-14,-10,-50,-20,-39,-38,-11,-38,-28,-22,14,-1,-37,-12,-27,-36,-12,-18,-7,-47,-26
2020/11/28,-5,-54,-10,-23,-53,-3,-20,-21,-35,-30,-49,-47,-10,-38,-26,-28,14,-12,-31,-9,-29,-39,-18,-20,-6,-55,-26
2020/11/29,-5,-59,-13,-22,-70,6,-13,-23,-31,-57,-50,-58,-10,-41,-27,-33,9,-42,-36,-11,-26,-39,-17,-41,-3,-53,-23
2020/11/30,-7,-48,-17,-24,-40,6,-12,-14,-26,-17,-37,-31,-8,-36,-25,-24,0,-1,-31,-13,-22,-28,-15,-21,-12,-41,-21
2020/12/1,-10,-34,-16,-27,-42,4,-12,-15,-28,-26,-15,-33,-7,-39,-22,-20,1,-3,-33,-14,-26,-30,-17,-26,-17,-43,-18
2020/12/2,-7,-33,-14,-25,-43,0,-11,-16,-32,-24,-20,-39,-11,-43,-23,-21,5,-8,-35,-16,-25,-30,-19,-25,-15,-31,-19
2020/12/3,-6,-39,-15,-23,-14,0,-14,-19,-34,-27,-22,-35,-10,-43,-24,-28,6,-9,-35,-18,-26,-29,-21,-24,-16,-34,-18
2020/12/4,-4,-39,-11,-27,-18,-3,-13,-20,-29,-27,-22,-38,-10,-44,-26,-26,8,-11,-37,-13,-26,-34,-23,-28,-9,-35,-20
2020/12/5,-4,-42,-10,-25,-20,-4,-18,-24,-30,-31,-23,-44,-11,-41,-26,-34,10,-15,-32,-8,-24,-39,-23,-25,-4,-36,-20
2020/12/6,-3,-52,-19,-26,-18,4,-15,-40,-20,-57,-22,-56,-8,-49,-27,-41,10,-15,-36,-10,-25,-38,-24,-46,0,-36,-20
2020/12/7,-6,-33,-14,-25,-11,-1,-11,-15,-27,-23,-10,-21,-11,-39,-24,-26,3,-6,-33,-13,-22,-23,-19,-22,-11,-26,-21
2020/12/8,-6,-33,-16,-26,-7,5,-8,-16,-27,-24,-11,-51,-8,-41,-24,-22,7,-5,-32,-13,-23,-46,-21,-26,-16,-31,-20
2020/12/9,-4,-36,-14,-27,-14,-11,-9,-16,-33,-25,-18,-29,-10,-45,-23,-26,8,-6,-36,-16,-21,-28,-21,-27,-22,-31,-19
2020/12/10,-4,-39,-14,-23,-15,-10,-10,-17,-33,-27,-15,-28,-8,-43,-22,-29,11,-3,-36,-17,-21,-29,-21,-22,-11,-32,-19
2020/12/11,-2,-44,-13,-24,-17,-15,-15,-18,-34,-26,-17,-29,-11,-47,-24,-32,10,-3,-34,-12,-26,-33,-24,-23,-9,-33,-21
2020/12/12,-2,-44,-12,-26,-20,-21,-17,-21,-33,-31,-20,-35,-8,-44,-26,-34,13,-10,-29,-11,-27,-34,-26,-25,-2,-37,-20
2020/12/13,-3,-47,-18,-28,-16,-11,-15,-21,-21,-60,-25,-35,-8,-45,-24,-37,10,10,-32,-10,-24,-32,-26,-45,3,-41,-21
2020/12/14,-4,-31,-15,-25,-9,-12,-13,-12,-27,-2,-8,-19,-12,-37,-21,8,11,2,-31,-16,-17,-23,-20,-18,-11,-25,-20
2020/12/15,-4,-30,-13,-24,-7,-8,-11,-11,-25,-6,-8,-18,-4,-37,-16,-48,12,5,-26,-14,-21,-23,-20,-19,-16,-25,-17
2020/12/16,-1,-31,-11,-25,-8,-5,-12,-10,-29,-52,-11,-20,-9,-40,-15,-49,14,5,-26,-16,-16,-25,-19,-18,-17,-33,-20
2020/12/17,0,-33,-11,-23,-5,-11,-12,-10,-29,-53,-10,-19,-9,-37,-16,-52,15,3,-27,-14,-14,-23,-20,-18,-10,-29,-22
2020/12/18,0,-37,-7,-27,-33,-18,-18,-15,-30,-54,-13,-20,-10,-40,-20,-50,14,-4,-32,-11,-15,-27,-17,-18,-8,-33,-19
2020/12/19,-3,-43,-5,-26,-41,-25,-20,-17,-33,-63,-21,-27,-9,-41,-23,-59,11,-12,-28,-8,-68,-32,-24,-22,-7,-40,-18
2020/12/20,-2,-39,-6,-24,-35,-14,-14,-15,-14,-63,-12,-35,-8,-39,-21,-58,12,17,-24,-10,-67,-25,-23,-41,-2,-43,-17
2020/12/21,5,-24,-2,-14,-20,-4,-1,5,-15,-46,12,-8,-8,-25,-15,-44,23,25,-18,-8,-51,-13,-3,-3,-17,-26,-8
2020/12/22,6,-19,0,-13,-21,-1,4,6,-13,-47,22,-5,-4,-24,-13,-36,27,24,-16,-9,-54,-14,-4,-15,-12,-26,-5
2020/12/23,16,-24,7,-7,-29,-3,3,-1,-18,-47,18,0,-4,-32,-8,-40,32,7,-10,-8,-56,-11,-2,-16,-21,-27,2
2020/12/24,6,-34,-16,-22,-78,-80,-41,-71,-25,-74,-18,-52,0,-47,-22,-43,20,-67,-20,-7,-87,-25,-72,-39,-10,-35,-16
2020/12/25,-77,-81,-71,-85,-90,-83,-62,-81,-85,-87,-94,-87,-6,-94,-69,-82,-83,-88,-54,-17,-91,-73,-71,-88,-5,-92,-82
2020/12/26,-23,-55,-36,-59,-82,-79,-42,-55,-49,-86,-82,-85,-12,-87,-39,-83,-7,-82,-37,-16,-84,-42,-45,-71,-5,-81,-31
2020/12/27,-9,-67,-36,-43,-62,-47,-21,-32,-48,-69,-56,-71,-11,-78,-36,-72,5,-51,-42,-14,-66,-32,-33,-65,-4,-58,-27
2020/12/28,-4,-24,-14,-36,-61,-35,-12,-13,-25,-53,-38,-36,9,-63,-25,-41,13,-4,-22,-7,-61,-16,-13,-29,-10,-51,-17
2020/12/29,1,-24,-14,-34,-57,-30,-13,-18,-24,-54,-29,-28,18,-63,-23,-43,10,-8,-18,-9,-58,-17,-14,-30,-10,-47,-17
2020/12/30,1,-26,-6,-32,-55,-16,-6,-12,-27,-48,-26,-24,9,-61,-18,-41,8,-5,-17,-8,-57,-14,-13,-32,-15,-42,-13
2020/12/31,-2,-36,-29,-28,-68,-53,-27,-20,-31,-69,-38,-50,-9,-69,-26,-45,11,-46,-33,-4,-72,-28,-52,-43,-1,-53,-9
2021/1/1,-40,-82,-69,-74,-88,-79,-74,-69,-83,-87,-82,-88,-45,-93,-68,-79,-32,-83,-67,-25,-93,-75,-74,-87,2,-83,-47
2021/1/2,-17,-53,-45,-48,-70,-53,-45,-34,-47,-69,-68,-69,-28,-74,-40,-65,-14,-35,-43,-20,-75,-36,-37,-62,-11,-68,-26
