,lag_0,lag_5,lag_7,lag_10,lag_14
2021/8/15,-0.689214345,-0.697852329,-0.660087325,-0.620969814,-0.541073907
2021/8/16,-0.683885403,-0.701883122,-0.65830329,-0.627367257,-0.543441838
2021/8/17,-0.681803148,-0.703060731,-0.66354522,-0.630269514,-0.538010446
2021/8/18,-0.679445662,-0.695790685,-0.669615452,-0.635699998,-0.550878428
2021/8/19,-0.678618685,-0.677814484,-0.678388251,-0.635462002,-0.570401016
2021/8/20,-0.678669842,-0.657455606,-0.67125988,-0.606419426,-0.588907508
2021/8/21,-0.67262175,-0.646089246,-0.648376183,-0.62278984,-0.607229008
2021/8/22,-0.662151681,-0.645682115,-0.623724495,-0.637175044,-0.624318641
2021/8/23,-0.64839051,-0.645298484,-0.610710644,-0.62841006,-0.624947321
2021/8/24,-0.624446775,-0.641543311,-0.605461662,-0.612284911,-0.608931235
2021/8/25,-0.627068064,-0.636091496,-0.604107283,-0.586769581,-0.623044036
2021/8/26,-0.634996367,-0.632583093,-0.606454276,-0.571779585,-0.642217675
2021/8/27,-0.643043188,-0.626547054,-0.608039188,-0.572765444,-0.639292285
2021/8/28,-0.643776583,-0.590906721,-0.608206912,-0.579704455,-0.610150416
2021/8/29,-0.639855345,-0.605388513,-0.601983871,-0.586826272,-0.577403257
2021/8/30,-0.627887412,-0.614172375,-0.563901614,-0.585151571,-0.561891894
2021/8/31,-0.625012147,-0.613561576,-0.562693767,-0.575199136,-0.55529095
2021/9/1,-0.629314838,-0.617255778,-0.569035881,-0.56366309,-0.556972698
2021/9/2,-0.646058231,-0.622042696,-0.58765775,-0.526164607,-0.568354612
2021/9/3,-0.652377132,-0.621259262,-0.601258382,-0.542171979,-0.57619118
2021/9/4,-0.653606883,-0.61432143,-0.605190087,-0.559780294,-0.580723275
2021/9/5,-0.634854746,-0.63798693,-0.60729058,-0.584097477,-0.580474273
2021/9/6,-0.616709514,-0.652320942,-0.596282292,-0.593963223,-0.543211473
2021/9/7,-0.612047193,-0.65000228,-0.59280078,-0.584193306,-0.542254857
2021/9/8,-0.619633861,-0.648981231,-0.597921607,-0.574146864,-0.550352193
2021/9/9,-0.635680068,-0.658812843,-0.623008368,-0.567493809,-0.578828492
2021/9/10,-0.646763337,-0.640043393,-0.631514315,-0.584551634,-0.596727565
2021/9/11,-0.652259039,-0.624388163,-0.629990449,-0.597897327,-0.599894148
2021/9/12,-0.646718862,-0.647715146,-0.608845155,-0.621206162,-0.604132175
2021/9/13,-0.624446825,-0.660547433,-0.586992339,-0.619063681,-0.59092305
2021/9/14,-0.619181429,-0.653801157,-0.579883303,-0.609821531,-0.585562698
2021/9/15,-0.636331342,-0.662397254,-0.596139473,-0.582970577,-0.6004545
2021/9/16,-0.672995401,-0.688674197,-0.614843212,-0.567394053,-0.633186429
2021/9/17,-0.699791838,-0.685887532,-0.62305517,-0.580366777,-0.644044711
2021/9/18,-0.704873386,-0.672196563,-0.6292639,-0.598097723,-0.646214553
2021/9/19,-0.669184519,-0.706701948,-0.620142383,-0.61014991,-0.627881882
2021/9/20,-0.715865364,-0.719048742,-0.594542347,-0.604755526,-0.607250228
2021/9/21,-0.707788277,-0.715165498,-0.588070968,-0.594144226,-0.600012062
2021/9/22,-0.704921309,-0.71002368,-0.581573319,-0.582929383,-0.594485436
2021/9/23,-0.740870895,-0.72238984,-0.600296641,-0.556276914,-0.604618412
2021/9/24,-0.641844909,-0.701623859,-0.649106502,-0.600050977,-0.63757466
2021/9/25,-0.624897836,-0.723128223,-0.635172357,-0.594674598,-0.627691316
2021/9/26,-0.610562113,-0.662945878,-0.587587526,-0.618994668,-0.62030577
2021/9/27,-0.568220782,-0.686483058,-0.639593174,-0.627623945,-0.594240191
2021/9/28,-0.557959735,-0.679214845,-0.632624882,-0.615513225,-0.582619001
2021/9/29,-0.551073057,-0.592697238,-0.653629261,-0.561138222,-0.589703617
2021/9/30,-0.521121534,-0.583497483,-0.684482666,-0.632194527,-0.609982692
2021/10/1,-0.43632931,-0.559674331,-0.598103217,-0.55467909,-0.613374297
2021/10/2,-0.364828254,-0.507393009,-0.581075761,-0.559988284,-0.599047364
2021/10/3,-0.363943368,-0.519702193,-0.538637457,-0.543885537,-0.517672368
2021/10/4,-0.407784837,-0.55568914,-0.461531535,-0.45258468,-0.47870163
2021/10/5,-0.433924693,-0.739335715,-0.443630893,-0.363059589,-0.301997629
2021/10/6,-0.347626732,-0.762759884,-0.487233579,-0.181138935,-0.134154205
2021/10/7,-0.264451518,-0.453149543,-0.702681612,-0.069869283,-0.047746281
2021/10/8,-0.206867588,-0.528419812,-0.760467815,-0.176950446,0.012720832
2021/10/9,-0.179384392,-0.526322497,-0.61921297,-0.303544679,-0.029194205
2021/10/10,-0.167959792,-0.515540826,-0.662170938,-0.438141354,-0.013079003
2021/10/11,-0.273921937,-0.50865866,-0.672817435,-0.51903371,-0.00332168
2021/10/12,-0.268796593,-0.40447679,-0.534179028,-0.35772709,-0.134637035
2021/10/13,-0.224350437,-0.330511361,-0.435973895,-0.46827895,-0.298772206
2021/10/14,-0.203762505,-0.282492783,-0.375656516,-0.46821519,-0.561659589
2021/10/15,-0.21456389,-0.430951084,-0.330583397,-0.41381455,-0.676494892
2021/10/16,-0.249069733,-0.392598642,-0.308643327,-0.39640482,-0.59398763
2021/10/17,-0.304144514,-0.389859623,-0.376984677,-0.396378765,-0.632540353
2021/10/18,-0.310029706,-0.353974137,-0.325758233,-0.356169292,-0.610533421
2021/10/19,-0.29304751,-0.341476605,-0.292991798,-0.314083699,-0.540942033
2021/10/20,-0.286582377,-0.35795656,-0.280126203,-0.441632023,-0.495867526
2021/10/21,-0.29267169,-0.398576075,-0.288731764,-0.401693631,-0.462007925
2021/10/22,-0.313802608,-0.374472747,-0.315125783,-0.373661712,-0.431171786
2021/10/23,-0.356287522,-0.376579282,-0.3568083,-0.369686718,-0.416192029
2021/10/24,-0.411504779,-0.384486015,-0.360030026,-0.380535162,-0.453908835
2021/10/25,-0.418938057,-0.38023455,-0.350035204,-0.394358695,-0.408871743
2021/10/26,-0.408542808,-0.393632935,-0.350368094,-0.430722143,-0.388755442
2021/10/27,-0.416701078,-0.425983171,-0.357260762,-0.41406837,-0.378939235
2021/10/28,-0.42440473,-0.477417057,-0.374941467,-0.41326373,-0.385229507
2021/10/29,-0.441540128,-0.473201868,-0.409032341,-0.41104077,-0.404215885
2021/10/30,-0.472262166,-0.476421306,-0.453252575,-0.419604086,-0.435137701
2021/10/31,-0.503445295,-0.483765223,-0.458323819,-0.429498237,-0.438464023
2021/11/1,-0.508450228,-0.488936625,-0.457021903,-0.458510158,-0.437008423
2021/11/2,-0.505932018,-0.502855914,-0.467167019,-0.502627408,-0.439237646
2021/11/3,-0.513200436,-0.527156218,-0.476731558,-0.5043888,-0.446176536
2021/11/4,-0.53688163,-0.55435367,-0.491701058,-0.506777184,-0.460137992
2021/11/5,-0.547015666,-0.555889884,-0.515797059,-0.515627925,-0.485068415
2021/11/6,-0.568293028,-0.560617448,-0.534885724,-0.52418513,-0.510287335
2021/11/7,-0.584257508,-0.563141106,-0.536104993,-0.527477346,-0.512206353
2021/11/8,-0.584969541,-0.566382383,-0.539023731,-0.549055222,-0.514289423
2021/11/9,-0.582197438,-0.596916206,-0.547735157,-0.571632945,-0.523616711
2021/11/10,-0.579650441,-0.612315254,-0.552976159,-0.57486242,-0.532232861
2021/11/11,-0.585333439,-0.627846642,-0.583989163,-0.578981102,-0.543510971
2021/11/12,-0.604489725,-0.626991091,-0.580490727,-0.579058847,-0.541817073
2021/11/13,-0.604144789,-0.627929006,-0.592973564,-0.583511198,-0.556022957
2021/11/14,-0.612993274,-0.627343691,-0.591193555,-0.60532615,-0.553864502
2021/11/15,-0.611060922,-0.632599072,-0.590673299,-0.620061324,-0.557981953
2021/11/16,-0.602139817,-0.647322913,-0.590141703,-0.634590357,-0.565869132
2021/11/17,-0.597254017,-0.650327576,-0.59629493,-0.635061801,-0.570417663
2021/11/18,-0.594994447,-0.655798392,-0.598880973,-0.635838395,-0.600910683
2021/11/19,-0.593664852,-0.652143658,-0.602049622,-0.63645228,-0.608495718
2021/11/20,-0.596570035,-0.649802746,-0.603594709,-0.638903588,-0.608787584
2021/11/21,-0.597490541,-0.646463164,-0.599653662,-0.603856648,-0.60352675
2021/11/22,-0.593990804,-0.644505508,-0.59496085,-0.607082275,-0.604173465
2021/11/23,-0.585011492,-0.642319379,-0.592106887,-0.615066328,-0.604824749
2021/11/24,-0.612494221,-0.636150938,-0.588321656,-0.611225139,-0.600822452
2021/11/25,-0.608962843,-0.638315415,-0.586791612,-0.607546237,-0.598655912
2021/11/26,-0.602324383,-0.633775907,-0.588755461,-0.60528848,-0.601027589
2021/11/27,-0.59519886,-0.62921053,-0.585130419,-0.60323827,-0.598246446
2021/11/28,-0.59173591,-0.599260672,-0.579572409,-0.597704797,-0.592682992
2021/11/29,-0.586977378,-0.614072529,-0.570749647,-0.599386078,-0.588268235
2021/11/30,-0.580111744,-0.608004116,-0.570313976,-0.600338157,-0.585979358
2021/12/1,-0.573692833,-0.602590104,-0.587768127,-0.595418163,-0.583856754
2021/12/2,-0.5689412,-0.599203049,-0.582981455,-0.589146198,-0.581120422
2021/12/3,-0.564767424,-0.591433454,-0.577219763,-0.579684163,-0.57908777
2021/12/4,-0.560241948,-0.585820679,-0.572375799,-0.599048061,-0.570101517
2021/12/5,-0.554030113,-0.579205748,-0.566432384,-0.593316552,-0.561154402
2021/12/6,-0.547865085,-0.573032502,-0.559624091,-0.58697783,-0.552592683
2021/12/7,-0.540375505,-0.568550748,-0.553457453,-0.583272807,-0.545117648
2021/12/8,-0.532194794,-0.563961741,-0.547329274,-0.575600872,-0.565362413
2021/12/9,-0.525447687,-0.559092207,-0.542444381,-0.568956078,-0.559998974
2021/12/10,-0.517908277,-0.55129226,-0.537389714,-0.562965595,-0.553610544
2021/12/11,-0.507020546,-0.544764948,-0.53108907,-0.556462592,-0.546710118
2021/12/12,-0.496007457,-0.538139968,-0.522275182,-0.54856354,-0.539106052
2021/12/13,-0.487265031,-0.52907313,-0.514115816,-0.543365518,-0.531114243
2021/12/14,-0.47486905,-0.522410339,-0.506678785,-0.538411989,-0.524084938
2021/12/15,-0.462522272,-0.513144859,-0.498283626,-0.529749321,-0.51664621
2021/12/16,-0.449433843,-0.503950012,-0.491946522,-0.522317982,-0.510140421
2021/12/17,-0.437499466,-0.491403951,-0.482908816,-0.515448553,-0.503445759
2021/12/18,-0.424635436,-0.480857502,-0.473451709,-0.507530976,-0.494142343
2021/12/19,-0.408890654,-0.472276443,-0.460904809,-0.500174884,-0.482835132
2021/12/20,-0.379475265,-0.463421517,-0.450084268,-0.49306643,-0.472686856
2021/12/21,-0.367334098,-0.450052704,-0.437573829,-0.481340014,-0.464387423
2021/12/22,-0.348895129,-0.434072135,-0.424905666,-0.465900561,-0.454371115
2021/12/23,-0.330923937,-0.415048534,-0.410162866,-0.452903319,-0.446824914
2021/12/24,-0.312362705,-0.39409018,-0.394401876,-0.441115156,-0.435906649
2021/12/25,-0.294324105,-0.382188226,-0.379210972,-0.429670803,-0.424110062
2021/12/26,-0.277168838,-0.369565008,-0.342397362,-0.412681129,-0.407754559
2021/12/27,-0.276463815,-0.34890687,-0.326224307,-0.393633396,-0.390743146
2021/12/28,-0.252740926,-0.328178299,-0.305365768,-0.367401753,-0.375641867
2021/12/29,-0.227572819,-0.307561767,-0.284231853,-0.344089901,-0.360527897
2021/12/30,-0.224912596,-0.287569706,-0.264273082,-0.328562908,-0.341300842
2021/12/31,-0.236468113,-0.265902811,-0.240634792,-0.308135153,-0.322178784
